filename,label
disco.00098.0.wav,disco
disco.00098.1.wav,disco
disco.00098.2.wav,disco
disco.00098.3.wav,disco
disco.00098.4.wav,disco
disco.00098.5.wav,disco
disco.00098.6.wav,disco
disco.00098.7.wav,disco
disco.00098.8.wav,disco
disco.00098.9.wav,disco
disco.00099.0.wav,disco
disco.00099.1.wav,disco
disco.00099.2.wav,disco
disco.00099.3.wav,disco
disco.00099.4.wav,disco
disco.00099.5.wav,disco
disco.00099.6.wav,disco
disco.00099.7.wav,disco
disco.00099.8.wav,disco
disco.00099.9.wav,disco
hiphop.00039.0.wav,hiphop
hiphop.00039.1.wav,hiphop
hiphop.00039.2.wav,hiphop
hiphop.00039.3.wav,hiphop
hiphop.00039.4.wav,hiphop
hiphop.00039.5.wav,hiphop
hiphop.00039.6.wav,hiphop
hiphop.00039.7.wav,hiphop
hiphop.00039.8.wav,hiphop
hiphop.00039.9.wav,hiphop
hiphop.00045.0.wav,hiphop
hiphop.00045.1.wav,hiphop
hiphop.00045.2.wav,hiphop
hiphop.00045.3.wav,hiphop
hiphop.00045.4.wav,hiphop
hiphop.00045.5.wav,hiphop
hiphop.00045.6.wav,hiphop
hiphop.00045.7.wav,hiphop
hiphop.00045.8.wav,hiphop
hiphop.00045.9.wav,hiphop
hiphop.00076.0.wav,hiphop
hiphop.00076.1.wav,hiphop
hiphop.00076.2.wav,hiphop
hiphop.00076.3.wav,hiphop
hiphop.00076.4.wav,hiphop
hiphop.00076.5.wav,hiphop
hiphop.00076.6.wav,hiphop
hiphop.00076.7.wav,hiphop
hiphop.00076.8.wav,hiphop
hiphop.00076.9.wav,hiphop
hiphop.00078.0.wav,hiphop
hiphop.00078.1.wav,hiphop
hiphop.00078.2.wav,hiphop
hiphop.00078.3.wav,hiphop
hiphop.00078.4.wav,hiphop
hiphop.00078.5.wav,hiphop
hiphop.00078.6.wav,hiphop
hiphop.00078.7.wav,hiphop
hiphop.00078.8.wav,hiphop
hiphop.00078.9.wav,hiphop
metal.00034.0.wav,metal
metal.00034.1.wav,metal
metal.00034.2.wav,metal
metal.00034.3.wav,metal
metal.00034.4.wav,metal
metal.00034.5.wav,metal
metal.00034.6.wav,metal
metal.00034.7.wav,metal
metal.00034.8.wav,metal
metal.00034.9.wav,metal
metal.00040.0.wav,metal
metal.00040.1.wav,metal
metal.00040.2.wav,metal
metal.00040.3.wav,metal
metal.00040.4.wav,metal
metal.00040.5.wav,metal
metal.00040.6.wav,metal
metal.00040.7.wav,metal
metal.00040.8.wav,metal
metal.00040.9.wav,metal
metal.00041.0.wav,metal
metal.00041.1.wav,metal
metal.00041.2.wav,metal
metal.00041.3.wav,metal
metal.00041.4.wav,metal
metal.00041.5.wav,metal
metal.00041.6.wav,metal
metal.00041.7.wav,metal
metal.00041.8.wav,metal
metal.00041.9.wav,metal
metal.00042.0.wav,metal
metal.00042.1.wav,metal
metal.00042.2.wav,metal
metal.00042.3.wav,metal
metal.00042.4.wav,metal
metal.00042.5.wav,metal
metal.00042.6.wav,metal
metal.00042.7.wav,metal
metal.00042.8.wav,metal
metal.00042.9.wav,metal
metal.00043.0.wav,metal
metal.00043.1.wav,metal
metal.00043.2.wav,metal
metal.00043.3.wav,metal
metal.00043.4.wav,metal
metal.00043.5.wav,metal
metal.00043.6.wav,metal
metal.00043.7.wav,metal
metal.00043.8.wav,metal
metal.00043.9.wav,metal
metal.00044.0.wav,metal
metal.00044.1.wav,metal
metal.00044.2.wav,metal
metal.00044.3.wav,metal
metal.00044.4.wav,metal
metal.00044.5.wav,metal
metal.00044.6.wav,metal
metal.00044.7.wav,metal
metal.00044.8.wav,metal
metal.00044.9.wav,metal
metal.00045.0.wav,metal
metal.00045.1.wav,metal
metal.00045.2.wav,metal
metal.00045.3.wav,metal
metal.00045.4.wav,metal
metal.00045.5.wav,metal
metal.00045.6.wav,metal
metal.00045.7.wav,metal
metal.00045.8.wav,metal
metal.00045.9.wav,metal
metal.00058.0.wav,metal
metal.00058.1.wav,metal
metal.00058.2.wav,metal
metal.00058.3.wav,metal
metal.00058.4.wav,metal
metal.00058.5.wav,metal
metal.00058.6.wav,metal
metal.00058.7.wav,metal
metal.00058.8.wav,metal
metal.00058.9.wav,metal
metal.00061.0.wav,metal
metal.00061.1.wav,metal
metal.00061.2.wav,metal
metal.00061.3.wav,metal
metal.00061.4.wav,metal
metal.00061.5.wav,metal
metal.00061.6.wav,metal
metal.00061.7.wav,metal
metal.00061.8.wav,metal
metal.00061.9.wav,metal
metal.00062.0.wav,metal
metal.00062.1.wav,metal
metal.00062.2.wav,metal
metal.00062.3.wav,metal
metal.00062.4.wav,metal
metal.00062.5.wav,metal
metal.00062.6.wav,metal
metal.00062.7.wav,metal
metal.00062.8.wav,metal
metal.00062.9.wav,metal
metal.00063.0.wav,metal
metal.00063.1.wav,metal
metal.00063.2.wav,metal
metal.00063.3.wav,metal
metal.00063.4.wav,metal
metal.00063.5.wav,metal
metal.00063.6.wav,metal
metal.00063.7.wav,metal
metal.00063.8.wav,metal
metal.00063.9.wav,metal
metal.00064.0.wav,metal
metal.00064.1.wav,metal
metal.00064.2.wav,metal
metal.00064.3.wav,metal
metal.00064.4.wav,metal
metal.00064.5.wav,metal
metal.00064.6.wav,metal
metal.00064.7.wav,metal
metal.00064.8.wav,metal
metal.00064.9.wav,metal
metal.00065.0.wav,metal
metal.00065.1.wav,metal
metal.00065.2.wav,metal
metal.00065.3.wav,metal
metal.00065.4.wav,metal
metal.00065.5.wav,metal
metal.00065.6.wav,metal
metal.00065.7.wav,metal
metal.00065.8.wav,metal
metal.00065.9.wav,metal
metal.00066.0.wav,metal
metal.00066.1.wav,metal
metal.00066.2.wav,metal
metal.00066.3.wav,metal
metal.00066.4.wav,metal
metal.00066.5.wav,metal
metal.00066.6.wav,metal
metal.00066.7.wav,metal
metal.00066.8.wav,metal
metal.00066.9.wav,metal
metal.00094.0.wav,metal
metal.00094.1.wav,metal
metal.00094.2.wav,metal
metal.00094.3.wav,metal
metal.00094.4.wav,metal
metal.00094.5.wav,metal
metal.00094.6.wav,metal
metal.00094.7.wav,metal
metal.00094.8.wav,metal
metal.00094.9.wav,metal
pop.00054.0.wav,pop
pop.00054.1.wav,pop
pop.00054.2.wav,pop
pop.00054.3.wav,pop
pop.00054.4.wav,pop
pop.00054.5.wav,pop
pop.00054.6.wav,pop
pop.00054.7.wav,pop
pop.00054.8.wav,pop
pop.00054.9.wav,pop
pop.00060.0.wav,pop
pop.00060.1.wav,pop
pop.00060.2.wav,pop
pop.00060.3.wav,pop
pop.00060.4.wav,pop
pop.00060.5.wav,pop
pop.00060.6.wav,pop
pop.00060.7.wav,pop
pop.00060.8.wav,pop
pop.00060.9.wav,pop
pop.00067.0.wav,pop
pop.00067.1.wav,pop
pop.00067.2.wav,pop
pop.00067.3.wav,pop
pop.00067.4.wav,pop
pop.00067.5.wav,pop
pop.00067.6.wav,pop
pop.00067.7.wav,pop
pop.00067.8.wav,pop
pop.00067.9.wav,pop
pop.00071.0.wav,pop
pop.00071.1.wav,pop
pop.00071.2.wav,pop
pop.00071.3.wav,pop
pop.00071.4.wav,pop
pop.00071.5.wav,pop
pop.00071.6.wav,pop
pop.00071.7.wav,pop
pop.00071.8.wav,pop
pop.00071.9.wav,pop
reggae.00073.0.wav,reggae
reggae.00073.1.wav,reggae
reggae.00073.2.wav,reggae
reggae.00074.0.wav,reggae
reggae.00074.1.wav,reggae
reggae.00074.2.wav,reggae
reggae.00081.0.wav,reggae
reggae.00081.1.wav,reggae
reggae.00081.2.wav,reggae
reggae.00081.3.wav,reggae
reggae.00081.4.wav,reggae
reggae.00081.5.wav,reggae
reggae.00081.6.wav,reggae
reggae.00081.7.wav,reggae
reggae.00081.8.wav,reggae
reggae.00081.9.wav,reggae
reggae.00082.0.wav,reggae
reggae.00082.1.wav,reggae
reggae.00082.2.wav,reggae
reggae.00082.3.wav,reggae
reggae.00082.4.wav,reggae
reggae.00082.5.wav,reggae
reggae.00082.6.wav,reggae
reggae.00082.7.wav,reggae
reggae.00082.8.wav,reggae
reggae.00082.9.wav,reggae
rock.00016.0.wav,rock
rock.00016.1.wav,rock
rock.00016.2.wav,rock
rock.00016.3.wav,rock
rock.00016.4.wav,rock
rock.00016.5.wav,rock
rock.00016.6.wav,rock
rock.00016.7.wav,rock
rock.00016.8.wav,rock
rock.00016.9.wav,rock
